ticket_subject,ticket_body,origin,status,priority,reporter_id,lat,lng
Encampment on Park Avenue in Brooklyn (unique_key: 67085348),"I am writing to report a homeless encampment on Park Avenue in Brooklyn, specifically on the street/sidewalk area. The encampment is causing concerns for public safety and sanitation in the area. As a frequent passerby, I have noticed the encampment has been growing in size and I believe it requires attention from the city to address the issue and provide support to those in need. I would appreciate it if the city could send someone to assess the situation and provide assistance.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.69595019613994,-73.96323806026
Encampment on Sidewalk at 303 9 Avenue in Manhattan (unique_key: 67079573),"I am writing to report a concern about a homeless encampment that has been set up on the sidewalk at 303 9 Avenue in Manhattan. The encampment is taking up a significant portion of the sidewalk, making it difficult for pedestrians to walk by and creating an unsanitary condition. I am worried about the safety and well-being of both the individuals living in the encampment and the surrounding community. I would appreciate it if the city could send someone to assess the situation and provide assistance to those in need.",text,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.74935533258307,-73.99925652047231
Illegal Dumping on Bedford Avenue Sidewalk (unique_key: 67076748),"I am reporting an incident of illegal dumping on the sidewalk in front of 1040 Bedford Avenue in Brooklyn. There is a large amount of trash and debris that has been discarded on the sidewalk, creating an eyesore and a potential health hazard for pedestrians. I kindly request that the city send a crew to remove the dumped materials as soon as possible to restore the cleanliness and safety of our neighborhood. The dumped items are currently obstructing the sidewalk and causing inconvenience to residents and businesses in the area.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.68933516391336,-73.95511045792041
Smoking in Smoke-Free Area at 336 West 95th Street (unique_key: 67079694),"I am concerned about the disregard for the smoke-free policy at my residential building, located at 336 West 95th Street in Manhattan. Despite the clear signs indicating that smoking and vaping are prohibited, I have witnessed individuals smoking in the building's common areas. This not only poses a health risk to residents, including children and seniors, but also creates an unpleasant living environment. I kindly request that the city takes action to address this issue and ensure compliance with the smoke-free regulations.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.79511290187176,-73.97497880287406
Idling Vehicle Causing Strong Odor on 29 Street (unique_key: 67082581),"I am reporting a strong odor and fumes coming from a vehicle idling on 29 Street near my residence at 30-82 29 Street in Queens. The smell is persistent and unpleasant, and I am concerned about the air quality in the area. The vehicle has been idling for an extended period, and I kindly request that someone address this issue to improve the air quality and reduce the disturbance. I would appreciate it if this matter could be looked into as soon as possible.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.76558783335369,-73.92467365652132
Excessive Construction Noise in Manhattan (unique_key: 67084044),"I am writing to report excessive construction noise in my neighborhood in Manhattan. The noise is occurring outside of regular construction hours, disrupting my peace and quiet. Specifically, I have been hearing loud drilling and hammering sounds as early as 6am and as late as 10pm, which is causing a significant disturbance to my daily life. I kindly request that the city take action to address this issue and ensure that construction activities are conducted within the permitted hours.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.78324184088992,-73.97453911566674
Request for Lead Kit at Residential Address in Queens (unique_key: 67081147),"I am a concerned homeowner residing at 61-12 80 Avenue in Queens, and I am worried about potential lead exposure in my home. I would like to request a lead kit to test for lead levels in my residence. Could someone please provide me with a lead kit and instructions on how to use it, or schedule an appointment for a representative to visit my home and conduct the test? I would appreciate it if this matter could be addressed as soon as possible to ensure the health and safety of my family.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.69547796969074,-73.89281267056198
"Rodent Sighting at 1715 Longfellow Avenue, Bronx (unique_key: 67079683)","I am writing to report a rat sighting at my residential building, located at 1715 Longfellow Avenue in the Bronx. I have seen a rat in the vicinity of the building on multiple occasions, and I am concerned about the potential health risks and property damage that this may cause. The building is a 3+ family apartment building, and I believe that prompt attention to this issue is necessary to prevent further infestation. I would appreciate it if someone could investigate and take necessary actions to address this issue as soon as possible.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.83540813886383,-73.88472361511413
Unswept Street at 45 Pike Street in Manhattan (unique_key: 67082519),"I am writing to report that the street at 45 Pike Street in Manhattan has not been swept in some time. As a result, there is a significant amount of debris and litter accumulating on the road, which is not only an eyesore but also a potential hazard for pedestrians and drivers. I am concerned about the impact this is having on the cleanliness and safety of our neighborhood, and I would appreciate it if the street could be swept as soon as possible. I would like to request that the Department of Sanitation schedule a street sweeping for this location at their earliest convenience.",phone,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.712300889297,-73.99237094634508
Street Light Outage on Faile Street (unique_key: 67074179),"I am reporting a street light outage at 750 Faile Street in the Bronx. The light has been out for a few days, and it's causing concern for safety and visibility in the area, especially at night. I would appreciate it if someone could investigate and replace or repair the light as soon as possible to restore adequate lighting to the street. This issue is affecting the overall safety and security of the neighborhood.",web form,awaiting response,medium,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.81592274758825,-73.88684914172211
Malfunctioning Traffic Signal Controller in Brooklyn (unique_key: 67082868),"I am writing to report a issue with a traffic signal controller in Brooklyn that is causing disruptions to the flow of traffic. The controller appears to be malfunctioning, resulting in inconsistent and unpredictable signal timing. As a daily commuter, I am concerned about the safety implications of this issue and would appreciate it if someone could investigate and repair the controller as soon as possible. This issue is affecting not only drivers but also pedestrians and cyclists who rely on the proper functioning of traffic signals to navigate the area safely.",web form,awaiting response,high,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.659012144426065,-73.88019155033291
"Loud Alarm Noise at 437 East 12 Street, Manhattan (unique_key: 67082594)","I am writing to report a persistent and disturbing noise issue at 437 East 12 Street in Manhattan. The problem is a loud alarm that has been sounding continuously for several hours, causing a significant disturbance to the surrounding residents. As a nearby neighbor, I am concerned about the noise pollution and its impact on our quality of life. I would appreciate it if someone could investigate and take necessary actions to address this issue as soon as possible.",web form,awaiting response,low,b3cdcf8f-3c7a-4001-b7fb-646e909d2fa9,40.72951216770242,-73.98232416680203
